ID,TARGET
2,0.99913675
5,0.9991736
6,0.9955853
7,0.99394244
9,0.9955853
11,0.99940705
12,0.99877423
15,0.9987758
16,0.9986364
17,0.99830025
19,0.9975872
21,0.9955853
22,0.99845755
24,0.9979849
27,0.9997003
28,0.9987758
30,0.9991153
33,0.9971988
35,0.9979849
37,0.9984993
38,0.99759007
40,0.9994978
41,0.9971988
44,0.9997464
46,0.9984993
47,0.99830025
48,0.9971988
50,0.9971988
52,0.9993051
53,0.9971988
55,0.9979849
57,0.9844764
58,0.99865097
59,0.9971988
62,0.9992318
63,0.9979849
64,0.9988423
65,0.9900192
67,0.99680483
69,0.99953175
70,0.9971988
71,0.99957687
72,0.9955853
73,0.9844764
76,0.9996137
78,0.9987558
79,0.9995321
81,0.9844764
85,0.9979849
86,0.9971988
89,0.99865663
94,0.99680483
96,0.9971988
97,0.97318053
98,0.99720216
99,0.99394244
100,0.9995633
103,0.9981407
104,0.9971988
108,0.99830025
110,0.9955853
112,0.9984993
114,0.9971988
116,0.9994746
117,0.9970686
119,0.99720216
120,0.9996586
121,0.9955853
123,0.99830025
124,0.99865663
126,0.9955853
128,0.9968087
129,0.99957687
133,0.9996182
138,0.9987772
147,0.9971988
149,0.9903262
158,0.9971988
160,0.99394244
164,0.9995453
167,0.9994978
168,0.9995321
174,0.99394244
181,0.9984993
185,0.991029
187,0.9844764
189,0.9995453
190,0.9995321
194,0.99835736
197,0.999597
198,0.99394244
201,0.9994289
205,0.9984871
208,0.9993812
211,0.9979849
216,0.9975872
219,0.99868745
223,0.9943574
224,0.9981407
226,0.9971988
229,0.99763775
230,0.9984993
237,0.9984993
238,0.99394244
240,0.99963367
243,0.99720216
245,0.99962425
246,0.9995881
247,0.99303657
248,0.9943574
249,0.9971988
250,0.9995983
251,0.9955853
255,0.9995425
256,0.99964726
257,0.99964917
260,0.9997003
261,0.9844764
263,0.99913675
264,0.9991736
267,0.9986364
268,0.9991423
272,0.99303657
274,0.99830025
275,0.9971988
277,0.9981407
278,0.99953175
280,0.9996105
281,0.99845755
282,0.9996605
283,0.9979849
284,0.99845755
286,0.9971988
290,0.9984555
291,0.9987758
293,0.9979849
295,0.9996797
297,0.9955853
298,0.991029
300,0.9997464
304,0.9993851
305,0.9995983
308,0.9903262
309,0.99394244
310,0.9844764
312,0.9987758
313,0.9993812
315,0.99850744
317,0.99845755
318,0.9971988
321,0.9970686
323,0.9993216
325,0.99830025
326,0.9971988
327,0.9979849
328,0.99924445
329,0.99680483
330,0.9844764
331,0.9984993
334,0.99972826
335,0.9986364
336,0.9996271
337,0.99830025
338,0.99394244
339,0.9971988
341,0.9991412
343,0.9995983
346,0.9955853
348,0.9971988
350,0.9984871
