ID,TARGET
2,0.08117681
5,0.12808904
6,0.0759927
7,0.012899212
9,0.018890083
11,0.45249698
12,0.008486989
15,0.030858455
16,0.38358915
17,0.16086273
19,0.011568455
21,0.018890083
22,0.0073118857
24,0.004225594
27,0.0029902374
28,0.0024107494
30,0.08117681
33,0.018890083
35,0.004225594
37,0.12061251
38,0.011568455
40,0.5304274
41,0.018890083
44,0.007882738
46,0.40479055
47,0.015067503
48,0.018890083
50,0.018890083
52,0.23435815
53,0.018890083
55,0.004225594
57,0.09933374
58,0.0032040805
59,0.018890083
62,0.05343518
63,0.004225594
64,0.029733745
65,0.33701968
67,0.0052677416
69,0.15157308
70,0.018890083
71,0.005765899
72,0.018890083
73,0.0001401904
76,0.0029116343
78,0.0007691885
79,0.10105617
81,0.0019121899
85,0.004225594
86,0.018890083
89,0.029733745
94,0.0052677416
96,0.018890083
97,0.13810796
98,0.018890083
99,0.012899212
100,0.4949585
103,0.15157308
104,0.018890083
108,0.0040630866
110,0.0759927
112,0.670495
114,0.018890083
116,0.0043226434
117,0.00062818715
119,0.018890083
120,0.006154287
121,0.029718295
123,0.15548371
124,0.029733745
126,0.0759927
128,0.0052677416
129,0.2656626
133,0.5304274
138,0.030858455
147,0.018890083
149,0.012899212
158,0.018890083
160,0.012899212
164,0.7421268
167,0.5304274
168,0.0018154839
174,0.012899212
181,0.017057762
185,0.051294293
187,0.031721532
189,0.013306991
190,0.1648831
194,0.003983827
197,0.03573885
198,0.012899212
201,0.13611433
205,0.0023714043
208,0.094842054
211,0.004225594
216,0.011568455
219,0.008858046
223,0.0042290543
224,0.15157308
226,0.018890083
229,0.0052677416
230,0.23320597
237,0.1915404
238,0.012899212
240,0.15157308
243,0.0071193823
245,0.2656626
246,0.35376945
247,0.000340573
248,0.0050153835
249,0.018890083
250,0.42023265
251,0.0759927
255,0.23560159
256,0.6498958
257,0.381353
260,0.381353
261,0.0205308
263,0.08117681
264,0.12808904
267,0.00042167536
268,0.018197503
272,0.033274837
274,0.05425213
275,0.018890083
277,0.15157308
278,0.15157308
280,0.0030152733
281,0.005028147
282,0.35376945
283,0.004225594
284,0.48279825
286,0.0071193823
290,0.40638605
291,0.030858455
293,0.004225594
295,0.044945408
297,0.029718295
298,0.051294293
300,0.011553438
304,0.00223936
305,0.009443454
308,0.07325088
309,0.012899212
310,0.0012186343
312,0.030858455
313,0.094842054
315,0.0077849585
317,0.28016132
318,0.018890083
321,0.044854674
323,0.1404296
325,0.004755448
326,0.018890083
327,0.004225594
328,0.0029520865
329,0.0052677416
330,0.031721532
331,0.010864312
334,0.20683388
335,0.0078193545
336,0.18222833
337,0.00037821927
338,0.012899212
339,0.018890083
341,0.110060014
343,0.08011631
346,0.018890083
348,0.018890083
350,0.8371253
351,0.019954864
352,0.018890083
357,0.23435815
358,0.004225594
360,0.012899212
361,0.018890083
364,0.18565595
365,0.7372293
366,0.45374545
367,0.018890083
368,0.0015038978
370,0.018890083
372,0.0012469676
376,0.0759927
377,0.0759927
379,0.0033632175
380,0.018890083
381,0.3016218
385,0.004225594
386,0.029733745
389,0.08117681
391,0.15157308
392,0.018890083
393,0.004225594
395,0.23039465
396,0.012899212
397,0.027371038
398,0.45249698
399,0.011568455
400,0.012899212
401,0.0030169182
403,0.0012980019
405,0.8859809
406,0.011568455
409,0.018890083
411,0.11595771
413,0.031721532
418,0.0015756988
419,0.012899212
422,0.018890083
424,0.5304274
425,0.5112931
427,0.018890083
430,0.0759927
431,0.018890083
434,0.018890083
435,0.029733745
437,0.05343518
438,7.6498734e-05
439,0.4949585
442,0.004225594
446,0.004225594
450,0.18801318
451,0.018890083
452,0.099130645
454,0.0759927
455,0.041836847
463,0.004225594
464,0.004225594
465,0.018890083
467,0.094842054
468,0.05343518
470,0.11698623
472,0.12808904
473,0.012899212
475,0.007857814
476,0.018890083
479,0.018890083
481,0.01194735
483,0.05343518
484,0.015416017
486,0.110060014
487,0.018890083
491,0.011568455
494,0.012899212
495,0.031721532
497,0.098408766
498,0.06758495
499,0.004225594
503,0.018890083
504,0.18870991
505,0.018890083
506,0.002609244
507,0.42496505
508,0.15157308
509,0.004225594
510,0.008830044
511,0.019824876
512,0.45249698
516,0.031721532
518,0.029733745
519,0.0014698649
520,0.0061701937
521,0.018890083
522,0.00054634054
524,0.5707642
525,0.0030510302
