ID,TARGET
2,0.03399936
5,0.033602875
6,0.0028769374
7,0.0064842748
9,0.0030027737
11,0.051519416
12,0.017343722
15,0.024565184
16,0.012225056
17,0.009704104
19,0.012898956
21,0.0033779764
22,0.018764354
24,0.010861054
27,0.000581666
28,0.007393301
30,0.0438974
33,0.0040242914
35,0.010861054
37,0.05903516
38,0.011718898
40,0.09803513
41,0.0040242914
44,0.005207784
46,0.016287176
47,0.003285062
48,0.0040242914
50,0.0040242914
52,0.1034019
53,0.0040242914
55,0.010861054
57,0.0027937058
58,0.02477027
59,0.0040242914
62,0.023643784
63,0.010861054
64,0.022724364
65,0.012641531
67,0.011564662
69,0.0582212
70,0.0040242914
71,0.012525585
72,0.00356125
73,0.001288107
76,0.0027397026
78,0.0018851488
79,0.032573897
81,0.00050111004
85,0.010861054
86,0.0040242914
89,0.025720995
94,0.011564662
96,0.0040242914
97,0.025039107
98,0.021972107
99,0.0064842748
100,0.03767328
103,0.033602875
104,0.0040242914
108,0.044052873
110,0.0028769374
112,0.01113646
114,0.0040242914
116,0.0020642164
117,0.0009945707
119,0.021972107
120,0.0025645054
121,0.0011058652
123,0.011259569
124,0.025720995
126,0.0028769374
128,0.021801023
129,0.03868025
133,0.1505272
138,0.024341604
147,0.0040242914
149,0.0022176714
158,0.0040242914
160,0.0064842748
164,0.032333784
167,0.14533705
168,0.003985348
174,0.0064842748
181,0.022506965
185,0.024565184
187,0.00089436036
189,0.050636675
190,0.043337222
194,0.0023686287
197,0.03773482
198,0.0064842748
201,0.0043744897
205,0.0038883716
208,0.039275356
211,0.010861054
216,0.012898956
219,0.075953335
223,0.0013050684
224,0.033602875
226,0.0040242914
229,0.009741853
230,0.0063318736
237,0.01899823
238,0.0064842748
240,0.046730693
243,0.0065027513
245,0.03868025
246,0.01695052
247,0.0027923707
248,0.0032174382
249,0.0040242914
250,0.047782008
251,0.0028769374
255,0.009836751
256,0.02836945
257,0.0670175
260,0.05882048
261,0.0007673436
263,0.03399936
264,0.033602875
267,0.0005083973
268,0.019815125
272,0.0014911494
274,0.0017328447
275,0.0040242914
277,0.033602875
278,0.043337222
280,0.0002895424
281,0.0053208796
282,0.035776667
283,0.010861054
284,0.020781126
286,0.0007077509
290,0.011019379
291,0.024565184
293,0.010861054
295,0.033603434
297,0.0011058652
298,0.024565184
300,0.0017373941
304,0.0014012147
305,0.003915279
308,0.0019031153
309,0.0064842748
310,0.0012766655
312,0.024565184
313,0.039275356
315,0.017444044
317,0.027794147
318,0.0040242914
321,0.006635371
323,0.052246522
325,0.005041789
326,0.0040242914
327,0.010861054
328,0.002374181
329,0.011564662
330,0.0006402624
331,0.00116103
334,0.04436829
335,0.004697955
336,0.026393294
337,0.0015207126
338,0.0064842748
339,0.0040242914
341,0.03981087
343,0.02413989
346,0.0025983045
348,0.0040242914
350,0.014821626
351,0.000817544
352,0.0040242914
357,0.1034019
358,0.010861054
360,0.013392842
361,0.0040242914
364,0.020277267
365,0.04178738
366,0.016704453
367,0.0040242914
368,0.00075959205
370,0.0040242914
372,0.0003520103
376,0.0028769374
377,0.0028769374
379,0.009738785
380,0.0040242914
381,0.1034019
385,0.010861054
386,0.025720995
389,0.03399936
391,0.043337222
392,0.0040242914
393,0.010861054
395,0.01158002
396,0.0064842748
397,0.0014569161
398,0.08776537
399,0.012898956
400,0.0019187506
401,0.0032575566
403,0.0017047022
405,0.012868375
406,0.012898956
409,0.0040242914
411,0.0017720651
413,0.0012448629
418,0.011234773
419,0.0064842748
422,0.0040242914
424,0.09803513
425,0.0048047705
427,0.0040242914
430,0.0028769374
431,0.0040242914
434,0.0040242914
435,0.025720995
437,0.024565184
438,0.0018744263
439,0.028102828
442,0.010861054
446,0.010861054
450,0.017269818
451,0.0040242914
452,0.006412966
454,0.0028769374
455,0.00039701586
463,0.010861054
464,0.010861054
465,0.0040242914
467,0.039275356
468,0.021901606
470,0.011378771
472,0.036263
473,0.0064842748
475,0.0014331978
476,0.0040242914
479,0.0040242914
481,0.0010759148
483,0.024565184
484,0.00074184546
486,0.033602875
487,0.0040242914
491,0.012898956
494,0.0064842748
495,0.0016506676
497,0.006500059
498,0.002755774
499,0.010861054
503,0.0040242914
504,0.05333184
505,0.0040242914
506,0.008476029
507,0.04183167
508,0.033602875
509,0.010861054
510,0.00054309214
511,0.018920347
512,0.029006861
516,0.0014631002
518,0.025720995
519,0.006980739
520,0.000872671
521,0.0040242914
522,0.0064606736
524,0.07368617
525,0.011422225
526,0.0040242914
528,0.0040242914
529,0.025044788
531,0.07247479
532,0.043337222
534,0.1034019
536,0.017314969
539,0.1034019
540,0.026053304
541,0.0040242914
542,0.011564662
545,0.0047307666
546,0.0040242914
552,0.017314985
556,0.0028769374
557,0.0040242914
559,0.021743393
562,0.0026199953
563,0.0121037895
565,0.006623062
569,0.0028769374
570,0.047515064
574,0.01136202
575,0.0040242914
585,0.0064842748
589,0.009888424
590,0.007752547
592,0.0064842748
593,0.03255951
594,0.0021682407
595,0.0040242914
597,0.0002572587
601,0.002759678
603,0.010861054
604,0.00022201738
605,0.024565184
607,0.0040242914
608,0.006244602
610,0.0064842748
612,0.08306455
613,0.03329984
615,0.0017116544
616,0.043337222
617,0.012898956
619,0.01158002
620,0.043337222
621,0.0040242914
624,0.050429106
625,0.00067274127
628,0.0040242914
629,0.03306617
630,0.025720995
632,0.012525585
634,0.0028769374
637,0.010861054
638,0.00074108806
642,0.012641531
643,0.0023470705
644,0.057539158
646,0.0028769374
655,0.012504211
660,0.0064842748
664,0.02286601
665,0.1034019
666,0.0040242914
670,0.047782008
671,0.067127004
672,0.00080082234
675,0.0028769374
676,0.025720995
677,0.0040242914
678,0.0021370864
680,0.0040242914
683,0.1034019
684,0.010861054
685,0.033602875
691,0.011869926
693,0.0006402624
696,0.003176916
698,0.0005143856
699,0.0040242914
700,0.0005925885
703,0.0011630075
704,0.010376942
705,0.010861054
707,0.033602875
709,0.05882048
711,0.05882048
713,0.0040242914
716,0.0040242914
719,0.0040242914
721,0.0064842748
722,0.0012234914
723,0.0068018045
724,0.0023379438
727,0.0028769374
728,0.0064842748
729,0.0040242914
733,0.0040242914
736,0.00047419273
739,0.024341604
742,0.05882048
743,0.0141081475
744,0.0016694719
745,0.047782008
747,0.0006298135
749,0.010861054
750,0.011564662
751,0.017802397
752,0.0011058652
755,0.00282283
756,0.0021362985
762,0.015432207
763,0.0064842748
764,0.022550132
765,0.012898956
766,0.0064842748
769,0.011564662
770,0.10173708
773,0.0064842748
774,0.024565184
776,0.012641531
777,0.011564662
778,0.000171655
779,0.0040242914
780,0.0040242914
781,0.06443698
786,0.06608073
788,0.0064842748
794,0.011564662
796,0.05882048
801,0.013633532
802,0.020755617
803,0.0034467147
804,0.0040242914
805,0.0029431987
809,0.021204038
810,0.043337222
817,0.010861054
819,0.003400944
821,0.0064842748
824,0.033602875
825,0.0013852133
826,0.024565184
830,0.0026795517
831,0.012527938
832,0.0064842748
833,0.003773253
837,0.0040242914
839,0.0028769374
840,0.0028769374
841,0.03399936
842,0.0028769374
843,0.0022439437
844,0.03399936
845,0.010861054
848,0.015515319
853,0.008104283
854,0.0028769374
855,0.0040242914
856,0.011403493
861,0.0003353781
865,0.0040242914
866,0.0011058652
867,0.005821701
870,0.02162335
871,0.025720995
872,0.0040242914
873,0.0040242914
874,0.03411728
875,0.00051226205
876,0.0036395402
879,0.0040242914
880,0.0040242914
883,0.011564662
884,0.006151619
886,0.023312392
890,0.0040242914
892,0.0064842748
893,0.039275356
894,0.011564662
895,0.011564662
896,0.012898956
897,0.0040242914
899,0.024565184
900,0.007767644
901,0.0010483154
902,0.039275356
905,0.0048853895
912,0.016308475
914,0.1034019
915,0.046730693
917,0.038694322
918,0.0040242914
919,0.010861054
921,0.0008694913
922,0.0057273647
923,0.0028769374
926,0.0028769374
929,0.0019524975
930,0.0064842748
931,0.043337222
937,0.0040242914
938,0.029661374
939,0.026538013
941,0.024565184
946,0.0007077509
947,0.0011873896
950,0.0019031153
951,0.0040242914
952,0.010861054
953,0.011849977
954,0.0028769374
955,0.0040242914
956,0.03306617
957,0.03329984
960,0.024565184
963,0.1034019
966,0.023908379
969,0.012898956
971,0.0028138754
972,0.0040242914
975,0.0062965043
980,6.951515e-05
982,0.10173708
983,0.0040242914
985,0.08895772
987,0.0434542
988,0.003771676
991,0.010861054
992,0.00097011094
995,0.043337222
996,0.0040242914
998,0.0040242914
1001,0.04165624
1002,0.0064842748
1004,0.0040242914
1005,0.01062228
1010,0.0040242914
1011,0.0006402624
1012,0.0040242914
1013,0.019654015
1014,0.0064842748
1015,0.025104761
1016,0.010861054
1022,0.0028769374
1023,0.039275356
1024,0.0040242914
1025,0.0064842748
1026,0.025720995
1028,0.006151619
1029,0.006380009
1032,0.043337222
1034,0.007341315
1036,0.0064842748
1037,0.003818187
1039,0.05138042
1042,0.0040242914
1045,0.0040242914
1046,0.018256132
1050,0.007202488
1052,0.0015528915
1055,0.0040242914
1057,0.0013737803
1058,0.0040242914
1060,0.0040242914
1062,0.0064842748
1063,0.0040242914
1064,0.011564662
1065,0.027411725
1066,0.00077395194
1067,0.033602875
1068,0.0016889571
1070,0.02722353
1072,0.011564662
1077,0.03306617
1078,0.010861054
1079,0.0040242914
1081,0.025720995
1082,0.039275356
1093,0.0028249598
1094,0.0040242914
1102,0.005157448
1103,0.012898956
1106,0.021972107
1107,0.067127004
1112,0.024565184
1113,0.0040242914
1114,0.0010671746
1116,0.0019290607
1118,0.0097422805
1120,0.0064842748
1121,0.024565184
1128,0.011564662
1130,0.024565184
1132,0.0064842748
1135,0.0040242914
1138,0.0061394484
1139,0.00282283
1141,0.0064842748
1143,0.033602875
1146,0.038936473
1148,0.0040242914
1149,0.023856977
1151,0.0064842748
1152,0.0064842748
1153,0.0064842748
1155,0.012243224
1157,0.021972107
1160,0.017390398
1161,0.0040242914
1162,0.023643784
1164,0.012898956
1168,0.15137738
1169,0.0040242914
1174,0.03603447
1176,0.0010245685
1177,0.024565184
1178,0.013379165
1180,0.006151619
1181,0.010861054
1182,0.015510971
1185,0.0064842748
1190,0.0033655278
1194,0.0040242914
1196,0.026049124
1199,0.0040242914
1200,0.013379165
1201,0.021972107
1202,0.011049461
1206,0.03399936
1207,0.013475013
1208,0.0028769374
1212,0.025924351
1216,0.0028769374
1219,0.0040242914
1221,0.010861054
1222,0.0040242914
1225,0.011564662
1227,0.0040242914
1230,0.008077214
1231,0.0040242914
1232,0.0040242914
1233,0.0030027737
1234,0.025720995
1235,0.006412966
1236,0.067127004
1237,0.0028769374
1238,0.0057976763
1239,0.011564662
1240,0.00687828
1241,0.0064842748
1244,0.017314969
1245,0.042903587
1247,0.0040242914
1250,0.008337277
1251,0.0040242914
1257,0.0064842748
1259,0.0040242914
1266,0.01900479
1267,0.033602875
